id,issue_d,loan_status,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,annual_inc,dti,emp_length,home_ownership,verification_status,purpose,addr_state,application_type,fico_range_low,fico_range_high,earliest_cr_line,revol_util,open_acc,total_acc,delinq_2yrs,pub_rec,inq_last_6mths,is_default
80601367,Jun-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,55000.0,21.16,< 1 year,OWN,Not Verified,debt_consolidation,NJ,Individual,790.0,794.0,Apr-1965,12.9,33.0,54.0,0.0,0.0,1.0,0
61349743,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,65000.0,12.54,10+ years,MORTGAGE,Not Verified,home_improvement,GA,Individual,755.0,759.0,Apr-2001,18.2,7.0,30.0,0.0,0.0,0.0,0
80408136,Jun-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,65000.0,24.5,10+ years,MORTGAGE,Source Verified,credit_card,CA,Individual,695.0,699.0,Apr-2003,58.5,15.0,29.0,0.0,0.0,0.0,0
88024101,Aug-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,85000.0,27.56,9 years,RENT,Source Verified,debt_consolidation,WA,Individual,780.0,784.0,Oct-2002,2.0,19.0,38.0,0.0,0.0,1.0,0
75923362,May-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,89000.0,17.93,10+ years,RENT,Source Verified,debt_consolidation,AK,Individual,690.0,694.0,Jun-2000,42.3,11.0,25.0,0.0,0.0,3.0,0
94448998,Dec-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,85000.0,14.58,10+ years,OWN,Not Verified,home_improvement,NJ,Individual,750.0,754.0,Oct-1992,16.8,12.0,28.0,0.0,0.0,1.0,0
98948255,Feb-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,161000.0,13.09,2 years,OWN,Not Verified,debt_consolidation,TX,Individual,730.0,734.0,Dec-1999,49.3,18.0,34.0,0.0,0.0,0.0,0
60883513,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,96000.0,17.09,6 years,RENT,Not Verified,credit_card,MA,Individual,795.0,799.0,Dec-1999,9.9,10.0,31.0,0.0,0.0,0.0,0
74592000,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,18500.0,21.67,7 years,MORTGAGE,Not Verified,debt_consolidation,IN,Individual,775.0,779.0,Oct-1996,19.1,7.0,9.0,0.0,0.0,0.0,0
64781233,Nov-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,105000.0,5.79,< 1 year,RENT,Not Verified,debt_consolidation,WA,Individual,745.0,749.0,Jan-2002,56.7,3.0,5.0,0.0,0.0,1.0,0
69623035,Jan-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,45000.0,8.38,4 years,RENT,Not Verified,debt_consolidation,NY,Individual,705.0,709.0,Jul-2002,22.6,8.0,15.0,0.0,0.0,0.0,0
75133800,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,50000.0,21.36,10+ years,MORTGAGE,Source Verified,credit_card,UT,Individual,700.0,704.0,Oct-1999,48.5,6.0,19.0,0.0,0.0,0.0,0
62072976,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,45000.0,9.01,,OWN,Source Verified,home_improvement,MO,Individual,800.0,804.0,May-1998,0.1,6.0,8.0,0.0,0.0,0.0,0
76154101,Apr-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,80000.0,7.58,3 years,OWN,Source Verified,home_improvement,PA,Individual,770.0,774.0,Apr-2005,12.8,8.0,28.0,0.0,0.0,0.0,0
122331388,Nov-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,21000.0,3.66,,OWN,Not Verified,debt_consolidation,SC,Individual,790.0,794.0,Nov-2003,7.3,4.0,11.0,0.0,0.0,0.0,0
62305989,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,60000.0,17.44,3 years,OWN,Not Verified,debt_consolidation,TX,Individual,830.0,834.0,Oct-1992,3.1,16.0,35.0,0.0,0.0,0.0,0
89874330,Sep-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,250000.0,3.75,10+ years,RENT,Source Verified,debt_consolidation,CA,Individual,740.0,744.0,Dec-1996,29.7,9.0,24.0,0.0,3.0,0.0,0
70153004,Jan-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,56000.0,13.03,10+ years,MORTGAGE,Not Verified,car,MN,Individual,735.0,739.0,Jul-2004,16.8,7.0,17.0,0.0,0.0,0.0,0
97583593,Feb-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,60000.0,19.98,4 years,MORTGAGE,Not Verified,credit_card,OH,Individual,785.0,789.0,Sep-2002,7.3,13.0,29.0,0.0,0.0,1.0,0
79955395,Jun-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,75000.0,12.77,10+ years,MORTGAGE,Not Verified,debt_consolidation,CA,Individual,705.0,709.0,Oct-1996,36.1,25.0,46.0,1.0,0.0,0.0,0
85078427,Jul-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,85000.0,14.44,10+ years,OWN,Not Verified,car,PA,Individual,790.0,794.0,May-1992,10.0,18.0,50.0,0.0,0.0,3.0,0
5949429,Oct-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,60000.0,4.74,10+ years,MORTGAGE,Not Verified,debt_consolidation,NV,Individual,790.0,794.0,May-2002,5.9,6.0,17.0,0.0,0.0,0.0,0
61408914,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,40470.0,5.78,8 years,MORTGAGE,Not Verified,debt_consolidation,IL,Individual,680.0,684.0,Feb-1997,61.0,7.0,17.0,0.0,1.0,0.0,0
78418535,May-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,58500.0,12.47,10+ years,OWN,Not Verified,debt_consolidation,NJ,Individual,750.0,754.0,Mar-2001,4.6,8.0,23.0,0.0,0.0,0.0,0
72614347,Feb-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,45000.0,11.52,4 years,RENT,Not Verified,major_purchase,OH,Individual,800.0,804.0,Jul-2002,0.4,12.0,23.0,0.0,0.0,1.0,0
65721381,Dec-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,150000.0,22.76,10+ years,MORTGAGE,Source Verified,debt_consolidation,CA,Individual,720.0,724.0,Dec-1985,74.2,15.0,29.0,0.0,0.0,0.0,0
53674144,Jul-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,60000.0,13.94,5 years,MORTGAGE,Not Verified,home_improvement,DE,Individual,825.0,829.0,Apr-1999,7.3,9.0,17.0,0.0,0.0,0.0,0
92246421,Oct-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,44000.0,19.5,10+ years,MORTGAGE,Source Verified,other,AZ,Individual,700.0,704.0,Sep-1988,38.3,8.0,32.0,1.0,0.0,0.0,0
53744604,Jul-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,102000.0,10.52,2 years,MORTGAGE,Not Verified,credit_card,NY,Individual,815.0,819.0,Oct-1995,3.7,12.0,27.0,0.0,0.0,0.0,0
97274442,Jan-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,52000.0,10.48,10+ years,MORTGAGE,Not Verified,other,FL,Individual,705.0,709.0,Aug-2003,24.5,11.0,27.0,1.0,0.0,0.0,0
70791011,Feb-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,41000.0,28.47,,OWN,Not Verified,credit_card,NC,Individual,780.0,784.0,Apr-1985,12.3,27.0,45.0,0.0,0.0,2.0,0
90191680,Oct-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,100000.0,15.96,10+ years,OWN,Not Verified,credit_card,NE,Individual,795.0,799.0,Nov-1992,14.6,9.0,20.0,0.0,0.0,0.0,0
109952558,May-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,86162.0,2.46,10+ years,MORTGAGE,Not Verified,home_improvement,OH,Individual,810.0,814.0,Jan-2003,5.8,7.0,16.0,0.0,0.0,0.0,0
119383243,Sep-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,135000.0,2.03,10+ years,RENT,Not Verified,credit_card,CA,Individual,740.0,744.0,Nov-2005,21.1,7.0,13.0,0.0,0.0,1.0,0
63447117,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,70000.0,19.1,10+ years,MORTGAGE,Not Verified,credit_card,TN,Individual,775.0,779.0,Jun-2005,19.9,10.0,14.0,0.0,0.0,0.0,0
74864715,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,92000.0,5.9,8 years,MORTGAGE,Source Verified,major_purchase,MA,Individual,735.0,739.0,Dec-2006,32.3,17.0,30.0,1.0,0.0,0.0,0
97719445,Feb-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,70000.0,14.01,3 years,MORTGAGE,Not Verified,debt_consolidation,MS,Individual,800.0,804.0,Mar-2003,8.2,12.0,16.0,0.0,0.0,0.0,0
62824867,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,130000.0,10.87,10+ years,MORTGAGE,Verified,credit_card,VA,Individual,775.0,779.0,Jul-1997,0.0,6.0,23.0,0.0,0.0,0.0,0
99922642,Mar-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,52000.0,10.06,10+ years,MORTGAGE,Not Verified,car,MN,Individual,705.0,709.0,Jun-2004,68.8,5.0,21.0,0.0,0.0,0.0,0
74524438,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,90000.0,10.09,< 1 year,MORTGAGE,Not Verified,debt_consolidation,CO,Individual,760.0,764.0,Apr-2002,49.4,8.0,20.0,0.0,0.0,0.0,0
73915065,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,186000.0,15.54,10+ years,MORTGAGE,Source Verified,home_improvement,IL,Individual,745.0,749.0,Dec-1998,28.3,18.0,39.0,0.0,0.0,1.0,0
60904372,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,95000.0,7.12,5 years,RENT,Not Verified,other,WA,Individual,720.0,724.0,May-2008,5.8,8.0,11.0,0.0,0.0,1.0,0
61320447,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,45000.0,6.53,1 year,RENT,Not Verified,credit_card,LA,Individual,765.0,769.0,Mar-2003,14.0,10.0,24.0,0.0,0.0,0.0,0
60900137,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,93000.0,23.06,8 years,MORTGAGE,Source Verified,home_improvement,CO,Individual,700.0,704.0,Nov-1998,33.8,29.0,53.0,0.0,0.0,2.0,0
81331961,Jun-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,144000.0,14.58,10+ years,MORTGAGE,Source Verified,credit_card,NV,Individual,690.0,694.0,Sep-2005,59.5,11.0,20.0,0.0,0.0,0.0,0
96394090,Jan-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,120000.0,10.82,7 years,MORTGAGE,Not Verified,credit_card,CA,Individual,815.0,819.0,May-1985,11.7,6.0,21.0,0.0,0.0,0.0,0
106495571,Apr-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,58000.0,19.84,2 years,MORTGAGE,Not Verified,credit_card,FL,Individual,745.0,749.0,Jan-1999,16.0,18.0,35.0,0.0,0.0,0.0,0
73241929,Feb-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,54804.0,23.29,10+ years,MORTGAGE,Not Verified,home_improvement,FL,Individual,770.0,774.0,Oct-1993,42.5,9.0,24.0,0.0,0.0,0.0,0
77401426,May-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,42000.0,29.97,5 years,MORTGAGE,Not Verified,credit_card,UT,Individual,695.0,699.0,Oct-1997,23.4,12.0,31.0,0.0,0.0,0.0,0
59371806,Sep-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,80000.0,8.09,,MORTGAGE,Not Verified,home_improvement,FL,Individual,710.0,714.0,Aug-1992,16.1,6.0,17.0,1.0,0.0,0.0,0
91467988,Oct-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,110000.0,17.23,10+ years,MORTGAGE,Not Verified,other,NY,Individual,705.0,709.0,Jan-1993,37.3,17.0,33.0,0.0,0.0,0.0,0
60517520,Sep-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,85000.0,2.85,8 years,MORTGAGE,Not Verified,home_improvement,CA,Individual,745.0,749.0,Oct-2009,16.1,14.0,20.0,0.0,0.0,1.0,0
49623224,May-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,79500.0,14.28,3 years,RENT,Not Verified,major_purchase,TX,Individual,760.0,764.0,Nov-1979,7.6,17.0,24.0,0.0,0.0,0.0,0
115372157,Aug-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,30000.0,18.2,10+ years,MORTGAGE,Verified,credit_card,WA,Individual,740.0,744.0,Aug-2005,19.2,10.0,18.0,0.0,1.0,1.0,0
63487550,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,40000.0,19.95,5 years,MORTGAGE,Source Verified,credit_card,TN,Individual,680.0,684.0,Jul-2008,57.1,9.0,11.0,0.0,0.0,0.0,0
61513650,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,82000.0,6.36,10+ years,MORTGAGE,Source Verified,debt_consolidation,CA,Individual,825.0,829.0,Jul-1987,14.0,6.0,14.0,0.0,0.0,0.0,0
70246247,Jan-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,50000.0,4.13,10+ years,RENT,Source Verified,credit_card,VA,Individual,700.0,704.0,Feb-2005,21.0,8.0,14.0,0.0,0.0,0.0,0
77440710,May-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,75000.0,10.61,9 years,MORTGAGE,Not Verified,home_improvement,PA,Individual,685.0,689.0,Oct-2000,8.9,12.0,16.0,0.0,0.0,0.0,0
68368594,Jan-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,57000.0,14.25,5 years,MORTGAGE,Source Verified,debt_consolidation,PA,Individual,720.0,724.0,Sep-1995,29.0,14.0,42.0,0.0,0.0,0.0,0
83867552,Jun-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,40000.0,21.6,6 years,MORTGAGE,Source Verified,major_purchase,MI,Individual,755.0,759.0,Dec-2001,7.4,15.0,29.0,0.0,0.0,1.0,0
103739612,Mar-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,130000.0,6.95,10+ years,MORTGAGE,Not Verified,credit_card,FL,Individual,840.0,844.0,Sep-1997,6.0,11.0,24.0,0.0,0.0,0.0,0
120657524,Oct-2017,Charged Off,5000.0,5000.0, 36 months,5.32,150.58,A,A1,30000.0,27.65,< 1 year,MORTGAGE,Not Verified,other,FL,Individual,775.0,779.0,Mar-1980,11.1,20.0,43.0,0.0,0.0,0.0,1
74984577,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,35000.0,20.95,3 years,OWN,Not Verified,debt_consolidation,NJ,Individual,760.0,764.0,Feb-2002,17.3,13.0,25.0,0.0,0.0,0.0,0
75868383,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,70000.0,6.41,5 years,RENT,Not Verified,credit_card,CA,Individual,690.0,694.0,Jun-1984,21.9,7.0,14.0,0.0,0.0,0.0,0
63348870,Oct-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,65000.0,28.43,6 years,OWN,Not Verified,other,GA,Individual,760.0,764.0,Mar-1987,9.4,11.0,18.0,0.0,2.0,1.0,0
74663235,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,49000.0,16.78,3 years,MORTGAGE,Not Verified,home_improvement,NJ,Individual,720.0,724.0,Jan-2008,47.7,6.0,13.0,0.0,0.0,0.0,0
88056971,Aug-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,60000.0,16.68,10+ years,MORTGAGE,Not Verified,credit_card,PA,Individual,805.0,809.0,Oct-2002,11.3,10.0,24.0,0.0,0.0,0.0,0
91464469,Oct-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,30000.0,12.88,10+ years,OWN,Not Verified,credit_card,PA,Individual,700.0,704.0,Mar-2007,20.0,19.0,27.0,0.0,0.0,0.0,0
75778639,Mar-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,40000.0,1.89,< 1 year,RENT,Not Verified,debt_consolidation,FL,Individual,780.0,784.0,Dec-2000,12.3,4.0,5.0,0.0,0.0,0.0,0
66035913,Dec-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,70000.0,1.03,5 years,MORTGAGE,Verified,debt_consolidation,NC,Individual,735.0,739.0,Feb-2003,2.8,3.0,22.0,0.0,0.0,0.0,0
121263645,Oct-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,65000.0,5.56,2 years,RENT,Not Verified,credit_card,GA,Individual,660.0,664.0,Jan-2008,22.0,6.0,10.0,2.0,0.0,1.0,0
55210759,Jul-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,39800.0,19.15,,MORTGAGE,Source Verified,credit_card,TX,Individual,745.0,749.0,Oct-1995,19.1,10.0,35.0,0.0,0.0,0.0,0
76215921,Apr-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,150000.0,8.45,< 1 year,RENT,Source Verified,major_purchase,CA,Individual,685.0,689.0,Mar-2002,74.8,6.0,14.0,0.0,0.0,0.0,0
72662589,Feb-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,40000.0,17.49,5 years,OWN,Source Verified,credit_card,MO,Individual,685.0,689.0,Nov-2004,39.0,11.0,18.0,0.0,0.0,1.0,0
70922958,Feb-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,250000.0,7.52,10+ years,MORTGAGE,Source Verified,small_business,OH,Individual,725.0,729.0,Jan-1987,47.1,17.0,42.0,1.0,0.0,1.0,0
67185138,Dec-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,40500.0,14.04,2 years,RENT,Source Verified,credit_card,CA,Individual,685.0,689.0,Sep-2005,76.3,11.0,43.0,0.0,0.0,0.0,0
68453499,Dec-2015,Charged Off,5000.0,5000.0, 36 months,5.32,150.58,A,A1,55000.0,9.3,6 years,MORTGAGE,Source Verified,credit_card,NY,Individual,690.0,694.0,Oct-1984,62.3,5.0,18.0,0.0,2.0,0.0,1
65885935,Dec-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,60000.0,10.92,,RENT,Verified,home_improvement,WA,Individual,705.0,709.0,Aug-2001,18.7,5.0,21.0,0.0,0.0,0.0,0
55979180,Jul-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,86000.0,19.45,< 1 year,MORTGAGE,Not Verified,credit_card,OK,Individual,760.0,764.0,Sep-1999,14.0,18.0,32.0,0.0,0.0,2.0,0
71662956,Feb-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,84000.0,25.13,2 years,MORTGAGE,Not Verified,other,PA,Individual,805.0,809.0,Jan-1998,4.8,18.0,30.0,0.0,0.0,0.0,0
64340804,Nov-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,75000.0,19.91,2 years,MORTGAGE,Not Verified,home_improvement,NJ,Individual,790.0,794.0,Aug-2000,16.5,15.0,35.0,0.0,0.0,0.0,0
68414882,Dec-2015,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,90000.0,4.38,10+ years,MORTGAGE,Not Verified,home_improvement,GA,Individual,795.0,799.0,Sep-2002,6.6,17.0,41.0,0.0,0.0,0.0,0
85087370,Jul-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,135000.0,11.08,4 years,MORTGAGE,Not Verified,credit_card,NJ,Individual,720.0,724.0,Dec-2004,29.6,9.0,14.0,0.0,0.0,0.0,0
125198155,Dec-2017,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,70000.0,13.28,3 years,RENT,Source Verified,medical,AZ,Individual,830.0,834.0,Aug-2001,0.9,6.0,30.0,0.0,0.0,0.0,0
76342369,Apr-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,125000.0,11.14,2 years,MORTGAGE,Not Verified,credit_card,MO,Individual,730.0,734.0,Mar-2004,11.1,30.0,72.0,1.0,0.0,0.0,0
81353402,Jun-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,55000.0,7.72,10+ years,RENT,Source Verified,house,CA,Individual,800.0,804.0,Feb-1999,2.3,9.0,19.0,0.0,0.0,0.0,0
72745402,Feb-2016,Fully Paid,5000.0,5000.0, 36 months,5.32,150.58,A,A1,80000.0,20.08,10+ years,RENT,Not Verified,other,CA,Individual,740.0,744.0,Oct-2003,22.4,10.0,17.0,0.0,0.0,0.0,0
111839249,Jul-2017,Fully Paid,5125.0,5125.0, 36 months,5.32,154.34,A,A1,64000.0,3.09,10+ years,MORTGAGE,Not Verified,credit_card,OH,Individual,725.0,729.0,Aug-2001,15.8,5.0,9.0,0.0,0.0,0.0,0
113044514,Jul-2017,Fully Paid,5200.0,5200.0, 36 months,5.32,156.6,A,A1,85000.0,17.02,5 years,RENT,Not Verified,credit_card,TX,Individual,765.0,769.0,Feb-2002,20.9,14.0,22.0,0.0,0.0,0.0,0
70581897,Feb-2016,Fully Paid,5200.0,5200.0, 36 months,5.32,156.6,A,A1,85000.0,12.59,,MORTGAGE,Verified,credit_card,FL,Individual,715.0,719.0,Jan-2001,32.7,13.0,19.0,2.0,0.0,3.0,0
94220956,Dec-2016,Fully Paid,5200.0,5200.0, 36 months,5.32,156.6,A,A1,42000.0,12.02,6 years,OWN,Not Verified,major_purchase,GA,Individual,785.0,789.0,Dec-2004,10.8,13.0,18.0,0.0,0.0,0.0,0
96083335,Jan-2017,Fully Paid,5200.0,5200.0, 36 months,5.32,156.6,A,A1,52000.0,9.49,9 years,RENT,Not Verified,credit_card,OR,Individual,770.0,774.0,Jun-2005,18.8,8.0,15.0,0.0,0.0,1.0,0
62529705,Oct-2015,Fully Paid,5200.0,5200.0, 36 months,5.32,156.6,A,A1,47000.0,7.06,6 years,MORTGAGE,Source Verified,home_improvement,TX,Individual,735.0,739.0,Jun-1989,7.5,7.0,21.0,0.0,0.0,0.0,0
74513476,Mar-2016,Fully Paid,5200.0,5200.0, 36 months,5.32,156.6,A,A1,54000.0,25.66,3 years,RENT,Source Verified,credit_card,NJ,Individual,775.0,779.0,Jan-1980,34.0,8.0,9.0,0.0,0.0,0.0,0
59432619,Sep-2015,Fully Paid,5275.0,5275.0, 36 months,5.32,158.86,A,A1,33000.0,12.33,< 1 year,RENT,Source Verified,credit_card,MD,Individual,690.0,694.0,Jul-2008,49.9,7.0,10.0,0.0,0.0,0.0,0
75295565,Apr-2016,Fully Paid,5300.0,5300.0, 36 months,5.32,159.61,A,A1,65000.0,11.96,7 years,RENT,Source Verified,credit_card,IL,Individual,685.0,689.0,May-2002,86.6,5.0,12.0,0.0,0.0,0.0,0
68577205,Dec-2015,Fully Paid,5400.0,5400.0, 36 months,5.32,162.62,A,A1,41000.0,26.23,2 years,RENT,Not Verified,credit_card,MA,Individual,770.0,774.0,Nov-1986,3.9,10.0,29.0,0.0,0.0,0.0,0
57834536,Aug-2015,Fully Paid,5400.0,5400.0, 36 months,5.32,162.62,A,A1,60000.0,26.78,4 years,MORTGAGE,Source Verified,debt_consolidation,MI,Individual,695.0,699.0,Jan-2006,13.8,14.0,56.0,0.0,1.0,0.0,0
55918207,Aug-2015,Fully Paid,5400.0,5400.0, 36 months,5.32,162.62,A,A1,65000.0,15.12,2 years,MORTGAGE,Source Verified,credit_card,TX,Individual,795.0,799.0,Mar-1998,28.4,6.0,17.0,0.0,0.0,0.0,0
70131079,Jan-2016,Fully Paid,5450.0,5450.0, 36 months,5.32,164.13,A,A1,65000.0,9.97,3 years,RENT,Verified,debt_consolidation,NY,Individual,705.0,709.0,Nov-2006,23.9,8.0,16.0,0.0,0.0,0.0,0
58061233,Aug-2015,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,50000.0,11.14,9 years,MORTGAGE,Not Verified,credit_card,AZ,Individual,800.0,804.0,Aug-1997,1.0,10.0,26.0,0.0,0.0,1.0,0
68616926,Jan-2016,Charged Off,5500.0,5500.0, 36 months,5.32,165.64,A,A1,63000.0,25.14,10+ years,MORTGAGE,Not Verified,home_improvement,MS,Individual,760.0,764.0,Jun-2004,28.9,20.0,38.0,0.0,0.0,0.0,1
125795369,Dec-2017,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,80000.0,13.86,7 years,MORTGAGE,Not Verified,credit_card,WI,Individual,770.0,774.0,Sep-2003,21.1,6.0,13.0,0.0,0.0,0.0,0
68905780,Jan-2016,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,55000.0,27.32,1 year,RENT,Not Verified,credit_card,TX,Individual,765.0,769.0,Aug-2005,39.3,10.0,23.0,0.0,0.0,0.0,0
72596055,Feb-2016,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,76000.0,12.1,2 years,OWN,Not Verified,debt_consolidation,AL,Individual,680.0,684.0,Apr-1989,45.6,26.0,66.0,0.0,1.0,1.0,0
77446508,Apr-2016,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,90000.0,8.53,3 years,MORTGAGE,Source Verified,car,TX,Individual,680.0,684.0,May-1987,62.9,6.0,12.0,0.0,0.0,0.0,0
85570387,Jul-2016,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,85000.0,4.42,10+ years,MORTGAGE,Source Verified,credit_card,MA,Individual,690.0,694.0,Jun-2005,52.3,8.0,16.0,1.0,0.0,0.0,0
61463622,Oct-2015,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,48000.0,6.2,,RENT,Not Verified,debt_consolidation,VA,Individual,795.0,799.0,Jul-1999,6.4,11.0,23.0,0.0,0.0,0.0,0
75888546,Mar-2016,Fully Paid,5500.0,5500.0, 36 months,5.32,165.64,A,A1,80000.0,6.38,10+ years,MORTGAGE,Not Verified,home_improvement,SC,Individual,750.0,754.0,Nov-2003,22.6,17.0,32.0,0.0,0.0,0.0,0
91199549,Oct-2016,Fully Paid,5600.0,5600.0, 36 months,5.32,168.65,A,A1,60000.0,11.27,4 years,RENT,Not Verified,debt_consolidation,NC,Individual,755.0,759.0,Aug-2007,9.0,8.0,20.0,0.0,0.0,0.0,0
